customerid,recency,frequency,monetary,log_frequency,log_monetary,_features,kmeans_cluster,hier_cluster
13544.0,40,2,276.06,1.0986122886681098,5.624234089229733,[-0.52499357 -0.34981663 -0.65680872],0,3
13546.0,12,3,621.09,1.3862943611198906,6.433084776805697,[-0.8055479   0.07918286  0.01102033],0,0
13548.0,96,2,678.16,1.0986122886681098,6.520856740447811,[ 0.03611508 -0.34981663  0.08348942],0,0
13549.0,26,7,918.2,2.0794415416798357,6.823503726534546,[-0.66527073  1.11282316  0.33337045],1,0
13551.0,319,1,91.80000000000001,0.6931471805599453,4.530446639792155,[ 2.27052989 -0.95445744 -1.55989633],2,2
13552.0,66,12,3518.55,2.5649493574615367,8.166088419510706,[-0.26447884  1.83682588  1.44187796],1,1
13555.0,74,4,3467.68,1.6094379124341003,8.151529397110941,[-0.18432046  0.41194071  1.42985728],1,0
13557.0,28,2,584.06,1.0986122886681098,6.371714406075083,[-0.64523114 -0.34981663 -0.03965023],0,3
13558.0,6,4,594.52,1.6094379124341003,6.389434973453886,[-0.86566668  0.41194071 -0.02501921],0,0
13560.0,7,1,171.42000000000002,0.6931471805599453,5.149933360781779,[-0.85564688 -0.95445744 -1.04841598],0,3
13561.0,216,1,141.85999999999999,0.6931471805599453,4.961865129726826,[ 1.23849076 -0.95445744 -1.20369486],2,2
13562.0,82,3,1799.33,1.3862943611198906,7.495725260414088,[-0.10416208  0.07918286  0.88839139],1,0
13563.0,84,2,612.53,1.0986122886681098,6.419229162710913,[-0.08412249 -0.34981663 -0.00041958],0,0
13564.0,354,2,1174.03,1.0986122886681098,7.069048958167219,[ 2.62122279 -0.34981663  0.53610532],2,2
13565.0,19,2,240.22,1.0986122886681098,5.485709380155097,[-0.73540931 -0.34981663 -0.7711819 ],0,3
13566.0,41,2,856.84,1.0986122886681098,6.75441760191189,[-0.51497377 -0.34981663  0.27632937],0,0
13568.0,173,1,187.05,0.6931471805599453,5.2367078849163455,[ 0.80763948 -0.95445744 -0.97677044],2,3
13569.0,17,2,338.62,1.0986122886681098,5.8278273455181555,[-0.75544891 -0.34981663 -0.48871157],0,3
13570.0,243,1,239.49,0.6931471805599453,5.482678508639762,[ 1.50902529 -0.95445744 -0.77368434],2,2
13571.0,13,12,2088.94,2.5649493574615367,7.644890636412799,[-0.7955281   1.83682588  1.01155006],1,1
13572.0,206,1,1128.53,0.6931471805599453,7.029556895980303,[ 1.13829279 -0.95445744  0.50349863],2,2
13573.0,50,2,290.25,1.0986122886681098,5.674182004879911,[-0.4247956  -0.34981663 -0.61556913],0,3
13575.0,23,5,732.0699999999999,1.791759469228055,6.597241195280628,[-0.69533012  0.68382367  0.14655638],1,0
13576.0,10,17,2088.82,2.8903717578961645,7.644833216848023,[-0.82558749  2.32210479  1.01150265],1,1
13577.0,25,4,1588.6000000000001,1.6094379124341003,7.371237691237607,[-0.67529053  0.41194071  0.78560801],1,0
13579.0,15,2,467.04,1.0986122886681098,6.148553762350757,[-0.7754885  -0.34981663 -0.22390322],0,3
13581.0,309,1,118.0,0.6931471805599453,4.77912349311153,[ 2.17033191 -0.95445744 -1.35457583],2,2
13583.0,156,1,781.03,0.6931471805599453,6.661893102980819,[ 0.63730292 -0.95445744  0.19993635],0,0
13584.0,307,1,142.4,0.6931471805599453,4.96563792816552,[ 2.15029232 -0.95445744 -1.20057985],2,2
13587.0,64,1,134.4,0.6931471805599453,4.9082333604781745,[-0.28451843 -0.95445744 -1.24797603],0,3
13588.0,16,9,2478.95,2.302585092994046,7.815993677665464,[-0.76546871  1.44558101  1.1528216 ],1,1
13589.0,15,2,379.65,1.0986122886681098,5.941880317752221,[-0.7754885  -0.34981663 -0.39454353],0,3
13590.0,11,6,1868.16,1.9459101490553132,7.533244411068088,[-0.81556769  0.91369744  0.91936915],1,1
13591.0,65,3,1117.13,1.3862943611198906,7.019412926024925,[-0.27449864  0.07918286  0.49512324],0,0
13592.0,36,4,247.95999999999998,1.6094379124341003,5.5172922409900265,[-0.56507276  0.41194071 -0.74510545],0,0
13593.0,108,5,2011.88,1.791759469228055,7.607321811344266,[0.15635265 0.68382367 0.98053129],1,0
13594.0,53,1,396.97,0.6931471805599453,5.986376625559036,[-0.3947362  -0.95445744 -0.35780507],0,3
13596.0,6,2,664.11,1.0986122886681098,6.499952440510379,[-0.86566668 -0.34981663  0.06622974],0,3
13598.0,47,1,160.04,0.6931471805599453,5.081652781331536,[-0.45485499 -0.95445744 -1.10479197],0,3
13599.0,1,21,4588.62,3.091042453358316,8.431552510956395,[-0.91576567  2.6213505   1.66105888],1,1
13600.0,312,1,219.52,0.6931471805599453,5.395988393721483,[ 2.2003913  -0.95445744 -0.8452602 ],2,2
13601.0,45,2,693.32,1.0986122886681098,6.54293294933599,[-0.47489458 -0.34981663  0.10171668],0,0
13602.0,65,1,428.89,0.6931471805599453,6.063529362008149,[-0.27449864 -0.95445744 -0.29410377],0,3
13603.0,26,1,164.34,0.6931471805599453,5.108003959824529,[-0.66527073 -0.95445744 -1.08303507],0,3
13606.0,29,3,276.75,1.3862943611198906,5.6267214285197396,[-0.63521134  0.07918286 -0.65475504],0,0
13607.0,40,1,675.51,0.6931471805599453,6.516947229467592,[-0.52499357 -0.95445744  0.08026152],0,3
13610.0,12,7,1082.33,2.0794415416798357,6.987794909727863,[-0.8055479   1.11282316  0.46901777],1,0
13611.0,89,3,1154.4,1.3862943611198906,7.052201883347165,[-0.0340235   0.07918286  0.52219551],0,0
13614.0,24,4,1585.46,1.6094379124341003,7.369260397972974,[-0.68531033  0.41194071  0.78397545],1,0
13615.0,319,1,417.69,0.6931471805599453,6.037130789291114,[ 2.27052989 -0.95445744 -0.3158998 ],2,2
13617.0,40,3,544.18,1.3862943611198906,6.301116015363744,[-0.52499357  0.07918286 -0.09793992],0,0
13618.0,174,1,177.34,0.6931471805599453,5.183691840706733,[ 0.81765927 -0.95445744 -1.02054323],2,3
13621.0,117,1,213.85,0.6931471805599453,5.3699401102210045,[ 0.24653082 -0.95445744 -0.86676701],0,3
13623.0,31,5,618.24,1.791759469228055,6.428492919672265,[-0.61517175  0.68382367  0.00722906],0,0
13626.0,253,1,257.23,0.6931471805599453,5.5538506606638975,[ 1.60922326 -0.95445744 -0.71492093],2,2
13627.0,59,5,1434.95,1.791759469228055,7.269581930060472,[-0.33461742  0.68382367  0.70167574],1,0
13629.0,143,1,336.36,0.6931471805599453,5.8211506094383045,[ 0.50704556 -0.95445744 -0.49422423],0,2
13630.0,5,7,1460.58,2.0794415416798357,7.287273321335801,[-0.87568648  1.11282316  0.71628267],1,0
13631.0,100,4,232.5,1.6094379124341003,5.453182077108952,[ 0.07619427  0.41194071 -0.79803813],0,3
13632.0,25,5,2118.93,1.791759469228055,7.659138348252998,[-0.67529053  0.68382367  1.02331371],1,0
13634.0,33,5,1547.3600000000001,1.791759469228055,7.344951585251755,[-0.59513215  0.68382367  0.76390483],1,0
13635.0,68,1,1071.03,0.6931471805599453,6.977309326313799,[-0.24443924 -0.95445744  0.46036033],0,0
13636.0,37,5,949.12,1.791759469228055,6.856588292406893,[-0.55505296  0.68382367  0.36068679],1,0
13637.0,52,3,804.3,1.3862943611198906,6.6912148788015,[-0.404756    0.07918286  0.22414592],0,0
13638.0,16,1,122.64,0.6931471805599453,4.817374117263916,[-0.76546871 -0.95445744 -1.32299413],0,3
13639.0,74,1,676.22,0.6931471805599453,6.51799618319559,[-0.18432046 -0.95445744  0.08112759],0,0
13642.0,216,1,312.28,0.6931471805599453,5.7470973593421455,[ 1.23849076 -0.95445744 -0.55536644],2,2
13643.0,31,3,519.44,1.3862943611198906,6.254674607635275,[-0.61517175  0.07918286 -0.13628435],0,0
13644.0,16,4,2624.26,1.6094379124341003,7.87293521773988,[-0.76546871  0.41194071  1.19983549],1,0
13645.0,120,1,252.1,0.6931471805599453,5.533784667551078,[ 0.27659022 -0.95445744 -0.73148845],0,3
13647.0,10,4,1440.6200000000001,1.6094379124341003,7.273522760231756,[-0.82558749  0.41194071  0.70492949],1,0
13649.0,257,2,346.6,1.0986122886681098,5.851052393391237,[ 1.64930245 -0.34981663 -0.46953577],2,2
13650.0,17,6,1836.34,1.9459101490553132,7.516074152465826,[-0.75544891  0.91369744  0.90519249],1,1
13651.0,35,2,94.2,1.0986122886681098,4.55597994179732,[-0.57509256 -0.34981663 -1.53881471],0,3
13652.0,46,3,1095.08,1.3862943611198906,6.999495457544853,[-0.46487479  0.07918286  0.47867835],0,0
13654.0,43,6,2707.33,1.9459101490553132,7.90408748775984,[-0.49493418  0.91369744  1.22555642],1,1
13655.0,114,2,932.97,1.0986122886681098,6.83944431779864,[ 0.21647143 -0.34981663  0.34653183],0,0
13656.0,165,2,379.65,1.0986122886681098,5.941880317752221,[ 0.7274811  -0.34981663 -0.39454353],2,0
13657.0,11,2,382.14,1.0986122886681098,5.948400457636955,[-0.81556769 -0.34981663 -0.38916016],0,3
13658.0,10,5,2472.17,1.791759469228055,7.81325600757688,[-0.82558749  0.68382367  1.15056124],1,1
13659.0,206,2,1563.0,1.0986122886681098,7.355001921105257,[ 1.13829279 -0.34981663  0.77220291],2,0
13662.0,86,3,881.26,1.3862943611198906,6.782486797146853,[-0.06408289  0.07918286  0.29950475],0,0
13663.0,179,1,189.47,0.6931471805599453,5.249494701850468,[ 0.86775826 -0.95445744 -0.96621298],2,3
13666.0,60,3,84.65,1.3862943611198906,4.450269224770129,[-0.32459762  0.07918286 -1.62609496],0,3
13667.0,149,1,299.05,0.6931471805599453,5.703949127435522,[ 0.56716434 -0.95445744 -0.59099185],2,2
13668.0,3,21,5141.99,3.091042453358316,8.545389901382592,[-0.89572607  2.6213505   1.75504893],1,1
13669.0,51,2,218.55,1.0986122886681098,5.391579997007726,[-0.4147758  -0.34981663 -0.8489    ],0,3
13670.0,75,1,349.7,0.6931471805599453,5.859931157146132,[-0.17430066 -0.95445744 -0.462205  ],0,3
13672.0,301,2,186.39000000000001,1.0986122886681098,5.233192006587575,[ 2.09017353 -0.34981663 -0.97967333],2,2
13673.0,19,2,387.44,1.0986122886681098,5.962138717726154,[-0.73540931 -0.34981663 -0.37781714],0,3
13675.0,151,2,486.82000000000005,1.0986122886681098,6.189946485351331,[ 0.58720393 -0.34981663 -0.18972724],0,0
13678.0,152,1,232.6,0.6931471805599453,5.453610250954072,[ 0.59722373 -0.95445744 -0.7976846 ],2,3
13680.0,1,4,2469.94,1.6094379124341003,7.812353924026464,[-0.91576567  0.41194071  1.14981643],1,0
13681.0,18,4,827.83,1.6094379124341003,6.720015067761323,[-0.74542911  0.41194071  0.24792485],0,0
13682.0,187,1,59.5,0.6931471805599453,4.102643365036796,[ 0.94791664 -0.95445744 -1.91311289],2,3
13684.0,286,1,65.13,0.6931471805599453,4.191622501686571,[ 1.93987657 -0.95445744 -1.8396471 ],2,2
13685.0,3,4,20.92,1.6094379124341003,3.087399462079815,[-0.89572607  0.41194071 -2.75135088],0,3
13686.0,183,1,72.0,0.6931471805599453,4.290459441148391,[ 0.90783745 -0.95445744 -1.7580422 ],2,3
13689.0,63,1,15.0,0.6931471805599453,2.772588722239781,[-0.29453823 -0.95445744 -3.01127494],0,3
13690.0,59,1,172.25,0.6931471805599453,5.1547356380700124,[-0.33461742 -0.95445744 -1.04445098],0,3
13692.0,25,3,859.52,1.3862943611198906,6.757536857682484,[-0.67529053  0.07918286  0.27890479],0,0
13694.0,4,39,14726.52,3.6888794541139363,9.597473131398655,[-0.88570627  3.51286161  2.62370337],1,1
13695.0,31,14,2243.9700000000003,2.70805020110221,7.7164474370581155,[-0.61517175  2.05022183  1.07063106],1,1
13697.0,39,1,151.29999999999998,0.6931471805599453,5.025852259901116,[-0.53501337 -0.95445744 -1.15086377],0,3
13699.0,155,1,308.58000000000004,0.6931471805599453,5.735216540145732,[ 0.62728312 -0.95445744 -0.56517586],2,2
13700.0,26,10,2149.03,2.3978952727983707,7.673237074512731,[-0.66527073  1.5877102   1.03495435],1,1
13704.0,5,9,2308.06,2.302585092994046,7.744595794291895,[-0.87568648  1.44558101  1.09387181],1,1
13705.0,8,3,546.86,1.3862943611198906,6.306019779856304,[-0.84562708  0.07918286 -0.09389111],0,0
13706.0,303,1,330.79,0.6931471805599453,5.8045022386644325,[ 2.11021313 -0.95445744 -0.50796999],2,2
13707.0,267,2,806.41,1.0986122886681098,6.693831593776871,[ 1.74950042 -0.34981663  0.22630642],2,2
13708.0,271,1,285.33,0.6931471805599453,5.657144991804844,[ 1.78957961 -0.95445744 -0.62963577],2,2
13709.0,4,13,5730.6900000000005,2.6390573296152584,8.65376570514083,[-0.88570627  1.94733774  1.84452961],1,1
13710.0,32,1,180.48,0.6931471805599453,5.201145454795763,[-0.60515195 -0.95445744 -1.00613263],0,3
13711.0,219,2,252.06,1.0986122886681098,5.5336266147611175,[ 1.26855015 -0.34981663 -0.73161895],2,2
13712.0,247,1,228.84,0.6931471805599453,5.437383414671034,[ 1.54910448 -0.95445744 -0.81108232],2,2
13715.0,281,5,1077.39,1.791759469228055,6.983224467118015,[1.88977759 0.68382367 0.46524418],2,2
13716.0,269,1,138.28,0.6931471805599453,4.936486295459933,[ 1.76954002 -0.95445744 -1.22464894],2,2
13717.0,32,6,1445.01,1.9459101490553132,7.276563318324119,[-0.60515195  0.91369744  0.70743994],1,0
13718.0,246,2,194.95,1.0986122886681098,5.27785952464564,[ 1.53908468 -0.34981663 -0.94279351],2,2
13719.0,15,5,1041.68,1.791759469228055,6.949549600639115,[-0.7754885   0.68382367  0.43744046],1,0
13720.0,117,4,799.9,1.6094379124341003,6.685736095329637,[0.24653082 0.41194071 0.21962236],0,0
13721.0,36,1,524.14,0.6931471805599453,6.263664893709055,[-0.56507276 -0.95445744 -0.1288615 ],0,3
13722.0,132,3,2375.41,1.3862943611198906,7.773346224518516,[0.39682778 0.07918286 1.11760965],1,0
13723.0,217,1,199.85000000000002,0.6931471805599453,5.302558360805292,[ 1.24851056 -0.95445744 -0.92240087],2,2
13725.0,50,7,1844.56,2.0794415416798357,7.52053803345606,[-0.4247956   1.11282316  0.90887811],1,1
13726.0,39,2,522.66,1.0986122886681098,6.2608426187617265,[-0.53501337 -0.34981663 -0.13119172],0,3
13727.0,29,2,333.48,1.0986122886681098,5.81257708704831,[-0.63521134 -0.34981663 -0.50130298],0,3
13728.0,37,6,1016.14,1.9459101490553132,6.924750046357999,[-0.55505296  0.91369744  0.41696466],1,0
13730.0,136,2,752.6,1.0986122886681098,6.624861723262153,[ 0.43690697 -0.34981663  0.16936132],0,0
13731.0,219,2,610.59,1.0986122886681098,6.416062123365316,[ 1.26855015 -0.34981663 -0.00303445],2,2
13732.0,28,1,491.86,0.6931471805599453,6.200225158054739,[-0.64523114 -0.95445744 -0.18124064],0,3
13735.0,25,4,2883.54,1.6094379124341003,7.967120720822151,[-0.67529053  0.41194071  1.27759992],1,0
13736.0,5,2,729.8,1.0986122886681098,6.594139824503851,[-0.87568648 -0.34981663  0.14399573],0,3
13737.0,200,1,339.59999999999997,0.6931471805599453,5.830708768228588,[ 1.078174   -0.95445744 -0.48633252],2,2
13739.0,18,1,216.9,0.6931471805599453,5.384036241950574,[-0.74542911 -0.95445744 -0.85512851],0,3
13740.0,241,1,350.75,0.6931471805599453,5.862920695994498,[ 1.48898569 -0.95445744 -0.45973668],2,2
13741.0,72,3,668.4300000000001,1.3862943611198906,6.50642660402637,[-0.20436006  0.07918286  0.07157515],0,0
13742.0,17,12,3107.87,2.5649493574615367,8.04201459509639,[-0.75544891  1.83682588  1.33943618],1,1
13743.0,3,7,1341.6,2.0794415416798357,7.2023633115046515,[-0.89572607  1.11282316  0.64617656],1,0
13744.0,95,2,1080.52,1.0986122886681098,6.9861227380561495,[ 0.02609528 -0.34981663  0.46763714],0,0
13745.0,162,1,300.04,0.6931471805599453,5.707243146285182,[ 0.6974217  -0.95445744 -0.58827214],2,2
13747.0,374,1,79.6,0.6931471805599453,4.389498649512583,[ 2.82161874 -0.95445744 -1.6762703 ],2,2
13748.0,96,4,438.25,1.6094379124341003,6.085068727067206,[ 0.03611508  0.41194071 -0.27631976],0,0
13750.0,54,3,387.98,1.3862943611198906,5.963527928414959,[-0.38471641  0.07918286 -0.37667014],0,0
13751.0,288,1,131.25,0.6931471805599453,4.8846940707384086,[ 1.95991617 -0.95445744 -1.26741129],2,2
13752.0,124,6,1175.38,1.9459101490553132,7.07019720551526,[0.31666941 0.91369744 0.53705338],1,0
13753.0,288,1,741.26,0.6931471805599453,6.609699586102796,[ 1.95991617 -0.95445744  0.15684267],2,2
13754.0,152,2,282.59999999999997,1.0986122886681098,5.647564794657972,[ 0.59722373 -0.34981663 -0.63754568],0,0
13755.0,4,9,2108.06,2.302585092994046,7.653997629576229,[-0.88570627  1.44558101  1.01906927],1,1
13756.0,2,13,4088.32,2.6390573296152584,8.316133976045556,[-0.90574587  1.94733774  1.56576335],1,1
13758.0,12,7,2884.55,2.0794415416798357,7.9674708020203004,[-0.8055479   1.11282316  1.27788897],1,1
13759.0,71,1,402.49,0.6931471805599453,6.000151704255437,[-0.21437985 -0.95445744 -0.34643165],0,3
13760.0,54,2,286.79,1.0986122886681098,5.662231047497966,[-0.38471641 -0.34981663 -0.62543646],0,3
13761.0,50,2,1070.65,1.0986122886681098,6.976954795783142,[-0.4247956  -0.34981663  0.46006761],0,0
13762.0,219,1,202.32,0.6931471805599453,5.314781092578702,[ 1.26855015 -0.95445744 -0.91230915],2,2
13763.0,63,1,473.2,0.6931471805599453,6.161629173631305,[-0.29453823 -0.95445744 -0.21310748],0,3
13764.0,71,3,1519.42,1.3862943611198906,7.3267418914616185,[-0.21437985  0.07918286  0.74886997],0,0
13767.0,2,37,10578.86,3.6375861597263857,9.266707472810563,[-0.90574587  3.43637163  2.3506061 ],1,1
13769.0,2,10,2374.59,2.3978952727983707,7.773001106669973,[-0.90574587  1.5877102   1.11732471],1,1
13771.0,64,4,2532.45,1.6094379124341003,7.837337289177502,[-0.28451843  0.41194071  1.17044399],1,0
13772.0,34,3,1122.63,1.3862943611198906,7.024319794766853,[-0.58511235  0.07918286  0.49917461],0,0
13774.0,82,1,345.0,0.6931471805599453,5.846438775057725,[-0.10416208 -0.95445744 -0.47334501],0,3
13777.0,1,26,5043.12,3.295836866004329,8.525978487444165,[-0.91576567  2.92674561  1.73902186],1,1
13778.0,103,1,178.7,0.6931471805599453,5.191288793789513,[ 0.10625366 -0.95445744 -1.0142708 ],0,3
13780.0,7,2,360.01,1.0986122886681098,5.888905658780245,[-0.85564688 -0.34981663 -0.43828215],0,3
13781.0,251,1,127.84,0.6931471805599453,4.858571324462998,[ 1.58918367 -0.95445744 -1.28897958],2,2
13782.0,13,6,908.86,1.9459101490553132,6.8132907415215165,[-0.7955281   0.91369744  0.32493808],1,0
13784.0,10,9,927.27,2.302585092994046,6.8333226387448205,[-0.82558749  1.44558101  0.34147746],1,0
13786.0,367,1,230.39999999999998,0.6931471805599453,5.444147814759576,[ 2.75148016 -0.95445744 -0.80549728],2,2
13787.0,76,2,309.04,1.0986122886681098,5.736701321413311,[-0.16428087 -0.34981663 -0.56394994],0,3
13790.0,4,1,348.8,0.6931471805599453,5.857361562584502,[-0.88570627 -0.95445744 -0.46432659],0,3
13791.0,128,2,288.0,1.0986122886681098,5.666426688112432,[ 0.3567486  -0.34981663 -0.62197232],0,3
13792.0,66,2,195.55,1.0986122886681098,5.280916851867869,[-0.26447884 -0.34981663 -0.94026922],0,3
13798.0,1,50,11193.07,3.9318256327243257,9.323139452781762,[-0.91576567  3.87514969  2.39719927],1,1
13799.0,117,2,688.86,1.0986122886681098,6.5364886784538845,[ 0.24653082 -0.34981663  0.09639595],0,0
13800.0,310,1,558.32,0.6931471805599453,6.32672176017265,[ 2.18035171 -0.95445744 -0.07679849],2,2
13801.0,67,1,324.8,0.6931471805599453,5.786283696167945,[-0.25445904 -0.95445744 -0.52301216],0,3
13802.0,139,3,1286.06,1.3862943611198906,7.1601158265560665,[0.46696637 0.07918286 0.61129485],0,0
13803.0,255,1,277.07,0.6931471805599453,5.627872880555851,[ 1.62926286 -0.95445744 -0.65380434],2,2
13804.0,31,7,2588.39,2.0794415416798357,7.85917760571858,[-0.61517175  1.11282316  1.18847649],1,1
13805.0,52,2,447.4,1.0986122886681098,6.105685691198005,[-0.404756   -0.34981663 -0.25929732],0,3
13806.0,64,1,256.38,0.6931471805599453,5.550553592065519,[-0.28451843 -0.95445744 -0.71764316],0,3
13807.0,367,1,112.6,0.6931471805599453,4.732683506287051,[ 2.75148016 -0.95445744 -1.39291909],2,2
13808.0,6,5,1535.26,1.791759469228055,7.33710617021626,[-0.86566668  0.68382367  0.75742725],1,0
13809.0,305,1,155.05,0.6931471805599453,5.0501764687167885,[ 2.13025272 -0.95445744 -1.13078045],2,2
13810.0,29,2,797.8100000000001,1.0986122886681098,6.6831231202414685,[-0.63521134 -0.34981663  0.21746495],0,0
13811.0,184,2,591.75,1.0986122886681098,6.384772724945515,[ 0.91785725 -0.34981663 -0.0288686 ],2,0
13812.0,42,3,539.0,1.3862943611198906,6.29156913955832,[-0.50495398  0.07918286 -0.10582231],0,0
13813.0,40,4,1366.8600000000001,1.6094379124341003,7.221002753764198,[-0.52499357  0.41194071  0.66156625],1,0
13814.0,92,2,1579.12,1.0986122886681098,7.365256072504094,[-0.00396411 -0.34981663  0.78066927],0,0
13815.0,22,4,3829.36,1.6094379124341003,8.250714072535526,[-0.70534992  0.41194071  1.51174929],1,0
13816.0,24,2,571.6700000000001,1.0986122886681098,6.3503096345809205,[-0.68531033 -0.34981663 -0.05732312],0,3
13817.0,29,2,382.98,1.0986122886681098,5.950590467898009,[-0.63521134 -0.34981663 -0.38735198],0,3
13819.0,302,3,1140.35,1.3862943611198906,7.039967051290641,[2.10019333 0.07918286 0.51209379],2,2
13821.0,145,2,385.64,1.0986122886681098,5.957494027536828,[ 0.52708515 -0.34981663 -0.38165204],0,0
13822.0,6,2,508.09999999999997,1.0986122886681098,6.23264446090829,[-0.86566668 -0.34981663 -0.15447358],0,3
13823.0,19,2,957.66,1.0986122886681098,6.865536476045727,[-0.73540931 -0.34981663  0.36807487],0,0
13824.0,33,4,1240.64,1.6094379124341003,7.1241883654048594,[-0.59513215  0.41194071  0.58163128],1,0
13826.0,176,1,189.5,0.6931471805599453,5.249652194566756,[ 0.83769887 -0.95445744 -0.96608295],2,3
13827.0,58,3,409.8,1.3862943611198906,6.018106478054404,[-0.34463722  0.07918286 -0.33160726],0,0
13828.0,22,1,209.49,0.6931471805599453,5.349438146055751,[-0.70534992 -0.95445744 -0.88369449],0,3
13831.0,16,6,1382.45,1.9459101490553132,7.232335658349838,[-0.76546871  0.91369744  0.67092329],1,0
13832.0,19,1,52.199999999999996,0.6931471805599453,3.9740583963475986,[-0.73540931 -0.95445744 -2.0192793 ],0,3
13833.0,159,1,383.85,0.6931471805599453,5.9528536479803265,[ 0.66736231 -0.95445744 -0.38548338],2,2
13835.0,25,4,834.57,1.6094379124341003,6.728114126692287,[-0.67529053  0.41194071  0.25461186],0,0
13837.0,212,2,266.59000000000003,1.0986122886681098,5.589455958348054,[ 1.19841157 -0.34981663 -0.68552335],2,2
13838.0,6,4,674.82,1.6094379124341003,6.515926768396882,[-0.86566668  0.41194071  0.07941897],0,0
13841.0,253,1,85.0,0.6931471805599453,4.454347296253507,[ 1.60922326 -0.95445744 -1.62272789],2,2
13842.0,59,9,3385.62,2.302585092994046,8.127587652841866,[-0.33461742  1.44558101  1.41008974],1,1
13844.0,11,1,361.62,0.6931471805599453,5.893355453997663,[-0.81556769 -0.95445744 -0.43460817],0,3
13845.0,65,1,210.98000000000002,0.6931471805599453,5.356491930599109,[-0.27449864 -0.95445744 -0.87787052],0,3
13846.0,25,3,865.0600000000001,1.3862943611198906,6.763954190227071,[-0.67529053  0.07918286  0.28420327],0,0
13848.0,298,1,135.0,0.6931471805599453,4.912654885736052,[ 2.06011414 -0.95445744 -1.24432539],2,2
13849.0,52,2,1537.95,1.0986122886681098,7.338855644682132,[-0.404756   -0.34981663  0.75887171],0,0
13850.0,129,1,1595.48,0.6931471805599453,7.375556484672672,[ 0.36676839 -0.95445744  0.78917382],0,0
13851.0,96,3,1443.3,1.3862943611198906,7.275380054107121,[0.03611508 0.07918286 0.70646297],0,0
13853.0,57,1,698.7,0.6931471805599453,6.550651671751851,[-0.35465702 -0.95445744  0.10808965],0,3
13854.0,9,24,3797.3999999999996,3.2188758248682006,8.24233520441535,[-0.83560729  2.81197917  1.50483126],1,1
13856.0,169,3,388.5,1.3862943611198906,5.964863865310803,[ 0.76756029  0.07918286 -0.37556712],0,2
13858.0,57,1,216.17,0.6931471805599453,5.38068045697316,[-0.35465702 -0.95445744 -0.85789922],0,3
13859.0,326,1,201.16,0.6931471805599453,5.309059463079938,[ 2.34066847 -0.95445744 -0.91703323],2,2
13860.0,1,5,1245.9,1.791759469228055,7.1284157500025405,[-0.91576567  0.68382367  0.58512162],1,0
13862.0,18,8,2209.36,2.1972245773362196,7.700910677173299,[-0.74542911  1.28846449  1.05780311],1,1
13863.0,248,1,305.78,0.6931471805599453,5.726130878319963,[ 1.55912428 -0.95445744 -0.57267745],2,2
13865.0,58,4,501.56,1.6094379124341003,6.219715035790337,[-0.34463722  0.41194071 -0.16514878],0,0
13866.0,74,1,145.67000000000002,0.6931471805599453,4.988185165258664,[-0.18432046 -0.95445744 -1.18196368],0,3
13867.0,31,3,1005.09,1.3862943611198906,6.913826809878765,[-0.61517175  0.07918286  0.40794587],0,0
13868.0,39,1,507.54,0.6931471805599453,6.231543875128394,[-0.53501337 -0.95445744 -0.15538228],0,3
13869.0,123,4,3083.65,1.6094379124341003,8.034193477715295,[0.30664961 0.41194071 1.33297866],1,0
13870.0,2,8,2053.44,2.1972245773362196,7.62775858371108,[-0.90574587  1.28846449  0.99740495],1,1
13871.0,23,13,6403.25,2.6390573296152584,8.764717111455825,[-0.69533012  1.94733774  1.93613684],1,1
13873.0,120,3,389.6,1.3862943611198906,5.967684018442578,[ 0.27659022  0.07918286 -0.37323866],0,0
13874.0,358,1,361.7,0.6931471805599453,5.893576046288857,[ 2.66130198 -0.95445744 -0.43442604],2,2
13875.0,54,5,1608.59,1.791759469228055,7.383734767162463,[-0.38471641  0.68382367  0.79592624],1,0
13876.0,64,1,122.7,0.6931471805599453,4.8178592793984425,[-0.28451843 -0.95445744 -1.32259356],0,3
13877.0,86,1,117.24,0.6931471805599453,4.772716457199891,[-0.06408289 -0.95445744 -1.35986581],0,3
13878.0,55,1,1171.97,0.6931471805599453,7.067294272878848,[-0.37469661 -0.95445744  0.53465656],0,0
13880.0,21,13,3219.77,2.6390573296152584,8.077375740386112,[-0.71536972  1.94733774  1.36863218],1,1
13881.0,4,17,6069.18,2.8903717578961645,8.711143537650116,[-0.88570627  2.32210479  1.89190372],1,1
13882.0,3,5,1191.13,1.791759469228055,7.083496902081326,[-0.89572607  0.68382367  0.5480343 ],1,0
13883.0,11,5,2674.48,1.791759469228055,7.891884082485146,[-0.81556769  0.68382367  1.21548065],1,1
13884.0,7,5,787.6,1.791759469228055,6.670259221443527,[-0.85564688  0.68382367  0.20684385],1,0
13885.0,189,2,506.8,1.0986122886681098,6.230087669270578,[ 0.96795623 -0.34981663 -0.1565846 ],2,0
13886.0,71,1,243.56,0.6931471805599453,5.499460677582579,[-0.21437985 -0.95445744 -0.75982811],0,3
13887.0,204,1,349.55,0.6931471805599453,5.859503349652977,[ 1.11825319 -0.95445744 -0.46255822],2,2
13888.0,120,2,595.67,1.0986122886681098,6.391364196743265,[ 0.27659022 -0.34981663 -0.02342634],0,0
13889.0,93,1,416.90000000000003,0.6931471805599453,6.03524216945387,[ 0.00605569 -0.95445744 -0.31745914],0,3
